"Category","Canonical_ID","Canonical_Type","Hits_in_Screening","Aliases (same name)","CVD_risk","Obesity_risk","Core","Pathway","Key Molecular Nodes","extract_type","cell_lines","parameter","effect_on_target",""
"","citrus_reticulata","spices","12","Citrus reticulata; Tangerine peel","","","Adipocyte lineage shift; Energy sensing & switch; Fatty acid oxidation; Inflammatory interference; Inflammatory restraint; Insulin–AKT signaling; Mitochondrial adaptation; Mitochondrial expansion; Thermogenic execution","AKT metabolic control pathway; AMPK–ACC fuel selection pathway; Brown/beige adipocyte differentiation pathway; Mitochondrial uncoupling thermogenesis pathway; NLRP3 inflammasome pathway; PGC-1α–SIRT3 mitochondrial renewal pathway; PGC-1α–mediated mitochondrial biogenesis pathway; PPARα–CPT1A β-oxidation pathway; TLR4-driven insulin resistance pathway","AKT1 ↑ · AKT2 ↑; AMPK ↑ · ACC (ACACA) ↓; NLRP3 ↓; PGC-1α ↑; PGC-1α ↑ · SIRT3 ↑; PPARα ↑ · CPT1A ↑; PRDM16 ↑; TLR4 ↓; UCP1 ↑","aqueous; polysaccharide; ultrasonic-assisted extraction, solid phase extraction, high-speed countercurrent chromatography; water extraction","3T3-L1, AML-12, db/db mice; BALB/c mice, GES-1; BV-2; HUVECs, diabetic rat; cardiomyocytes; mice; mouse; zebrafish, mouse","1% immature Citrus reticulata extract (ICRE) for 11 weeks; 400 mg/kg/day; 50/250 mg/kg (BALB/c mice), 1 mg/mL (GES-1)","activated AMPK in adipose tissue; activated AMPK, PGC-1α, PCK1, and restored the expression of ACC, CD36, PRDM16, UCP1; activates SIRT3; reduces tissue ferroptosis (indirect effect on GSH-related metabolism); binds to PPARα with strong hydrogen-bonding interaction force, leading to increased expression of lipid metabolism-related genes; increased expression of uncoupling protein 1 (UCP1); inhibited NLRP3 inflammasome activation, suppressed TNF-α and IL-1β production; inhibited NO release, reduced IL-1β elevation, alleviated NF-κB upregulation, suppressed JAK2 phosphorylation, restrained STAT3 phosphorylation (tangeretin and 5-demethylnobiletin). No effect on TLR4.; inhibits TLR4/MD-2 complex; targeted AKT1, KRAS, and MTOR proteins via PI3K-AKT signaling pathway",""
"","ganoderma_lucidum","herb","12","Ganoderma lucidum; Ling Zhi; Lingzhi mushroom; Reishi","","","Energy sensing & switch; Glucose uptake; Inflammatory interference; Inflammatory restraint; Insulin signal initiation; Lipolytic pathway; Mitochondrial expansion; Redox protection; Thermogenic execution","AMPK–ACC fuel selection pathway; GLUT4 translocation pathway; Insulin receptor–IRS pathway; Mitochondrial uncoupling thermogenesis pathway; NLRP3 inflammasome pathway; NRF2 antioxidant defense pathway; PGC-1α–mediated mitochondrial biogenesis pathway; TLR4-driven insulin resistance pathway; Triglyceride lipolysis pathway","AMPK ↑ · ACC (ACACA) ↓; ATGL ↑ · HSL ↑; GLUT4 ↑; IRS1 ↑; NLRP3 ↓; NRF2 ↑; PGC-1α ↑; TLR4 ↓; UCP1 ↑","Fudan-Yueyang Ganoderma lucidum (FYGL); aqueous; deproteinized PS-G; extract; extract powder; polysaccharide-enriched fraction; polysaccharides; spore polysaccharide","C57Bl/6 mice, human cardiomyocytes; HPA-v, 3T3-L1; HepG2; hAMSC; mice; mouse splenocytes; murine primary macrophages, T lymphocytic cells; ob/ob mice, L6 cells; rat; type 2 diabetic mice, liver, epididymal fat","1%, 3%, and 5% GEP; 10 μg/mL; 400 mg/kg (C57BL/6J mice), 800 μg/mL (BV-2 cells); 50, 100, 200 mg/kg (acute study), 100, 500, 1000 mg/kg (subchronic study); doses ranging from 0.1 μM to 10 μM","TLR4 was identified as a putative receptor for dpPS-G, mediating cytokine production and CD86, MHC II expression on macrophages; binds to TLR4 receptor; enhanced phosphorylation of AMPK; increased phosphorylation of AMPK, phosphorylated IRS1, up-regulated expression of GLUT4 and promoted GLUT4 transportation to the plasma membrane; induced PGC-1α expression in striatal tissues of GaLu-fed mice; inhibited NLRP3 inflammasome activation, inhibited CYP2E1 activity, and reduced IL-1β levels; inhibited ROS generation and upregulated NRF2 expression; reduced myocardial NLRP3 expressions; restored AMPK and ACC phosphorylation in the liver of HFD-fed mice and increased GLUT4 protein expression in 3T3-L1 cells; restored SIRT1 and UCP1 levels; ameliorated antioxidant status (SOD, GSH); stimulated AMPK phosphorylation, promoting ACC1 phosphorylation; upregulated and activated HSL at mRNA and protein levels; up-regulated the ratio of phospho-AMP-activated protein kinase (p-AMPK)/AMPK and increased the mRNA levels of GLUT4",""
"","cichorium_intybus","herb","11","Chicory; Cichorium intybus","","","Energy sensing & switch; Fatty acid oxidation; Glucose uptake; Inflammatory interference; Inflammatory restraint; Lipolytic pathway; Mitochondrial expansion; Redox protection","AMPK–ACC fuel selection pathway; GLUT4 translocation pathway; NLRP3 inflammasome pathway; NRF2 antioxidant defense pathway; PGC-1α–mediated mitochondrial biogenesis pathway; PPARα–CPT1A β-oxidation pathway; TLR4-driven insulin resistance pathway; Triglyceride lipolysis pathway","AMPK ↑ · ACC (ACACA) ↓; ATGL ↑ · HSL ↑; GLUT4 ↑; NLRP3 ↓; NRF2 ↑; PGC-1α ↑; PPARα ↑ · CPT1A ↑; TLR4 ↓","Chicory extract; chicory extract; ethanol; inulin; methanolic; seed extract","C2C12; C57BL/6J mice, primary murine hepatocytes, hepatic stellate cells (HSCs); HepG2, rats; RAW264.7, mice; SH-SY5Y; bone marrow-derived macrophages, mice; mice; rat; rats, primary macrophages","1.25, 2.5, and 5 mg/ml; 10 mg/kg (mice), 1-20 µM (BEAS-2B cells); 100 or 200 mg/kg/day; 100, 200 mg/kg; 50 μg/mL","activated AMPK, increased hepatic expression of ATGL and p-ACC, increased serum and hepatic SOD levels, decreased serum and hepatic LDL-C levels, and reduced hepatic expression of ACC; downregulated TLR4/NF-κB inflammatory pathway in kidney; enhanced phosphorylation of AMPK and ACC; enhanced phosphorylation of AMPK, increased expressions of PGC-1α and SIRT1; exhibited strong binding affinity with PPARα (XP GScore: -7.0 kcal/mol); inhibited NLRP3 inflammasome activation and attenuated IL-1β secretion; prevented down-regulation of SREBP-1c and PPARα genes in simultaneous treatment; up-regulated expression of both genes and restored normal protein levels in non-simultaneous treatment, with a greater stimulating effect on PPARα, acting as a PPARα agonist; suppressed IL-1β, IL-6, and TNF-α expression; blocked NF-κB activation (inhibited IKKα/β phosphorylation, IκBα phosphorylation/degradation, and NF-κB nuclear accumulation); enhanced NRF2 expression and nuclear translocation; reduced ROS generation; suppressed NF-κB and NLRP3 signaling pathways, leading to decreased IL-1β release; upregulated expression and membrane translocation of GLUT4 and activated AMPK",""
"","proanthocyanidins","new_food","11","Proanthocyanidins","","","Adipocyte lineage shift; Energy sensing & switch; Fatty acid oxidation; Glucose uptake; Inflammatory interference; Inflammatory restraint; Insulin–AKT signaling; Lipolytic pathway; Mitochondrial expansion; Redox protection; Thermogenic execution","AKT metabolic control pathway; AMPK–ACC fuel selection pathway; Brown/beige adipocyte differentiation pathway; GLUT4 translocation pathway; Mitochondrial uncoupling thermogenesis pathway; NLRP3 inflammasome pathway; NRF2 antioxidant defense pathway; PGC-1α–mediated mitochondrial biogenesis pathway; PPARα–CPT1A β-oxidation pathway; TLR4-driven insulin resistance pathway; Triglyceride lipolysis pathway","AKT1 ↑ · AKT2 ↑; AMPK ↑ · ACC (ACACA) ↓; ATGL ↑ · HSL ↑; GLUT4 ↑; NLRP3 ↓; NRF2 ↑; PGC-1α ↑; PPARα ↑ · CPT1A ↑; PRDM16 ↑; TLR4 ↓; UCP1 ↑","PAC fraction from cranberries; crude extract; ethanol; grape seed; grape seed extract; grape seed proanthocyanidin extract; rice bran","3T3-L1; C57BL/6J mice; Caco-2; Caco-2/15; HEK 293; HepG2, zebrafish, C57BL/6J mice; primary rat cortical microglia; rats","100 mg/kg b.w; 100 mg/kg, once daily for 11 days; 100 µg/mL; 200 mg/kg","activated PPARα in a dose-dependent manner; downregulated SREBP-1c, ACC, and NF-κB (p-IκBα, p-NF-κB) and upregulated PPARα, HSL, ATGL, and phosphorylated AMPK; increased GLUT4 mRNA expression; increased NRF2/Keap1 ratio, inhibited NF-κB, and modulated PPARα, γ and SREBP1c; increased expression levels of PRDM16, UCP1, and PGC-1α in brown adipose tissue (BAT) and inguinal white adipose tissue (iWAT); inhibited LPS interaction with TLR4/MD2 and partially abrogated LPS interaction with CD14; regulated the PI3K-AKT signaling pathway (AKT1) as a key target for treating nervous system diseases; synergistically inhibited production and release of IL-1β, TNF-α, and NO, and downregulated NLRP3 expression",""
"","pueraria_lobata","herb","11","Kudzu root; Pueraria lobata","caution","","Energy sensing & switch; Fatty acid oxidation; Glucose uptake; Inflammatory restraint; Insulin–AKT signaling; Lipolytic pathway; Mitochondrial expansion; Redox protection","AKT metabolic control pathway; AMPK–ACC fuel selection pathway; GLUT4 translocation pathway; NLRP3 inflammasome pathway; NRF2 antioxidant defense pathway; PGC-1α–mediated mitochondrial biogenesis pathway; PPARα–CPT1A β-oxidation pathway; Triglyceride lipolysis pathway","AKT1 ↑ · AKT2 ↑; AMPK ↑ · ACC (ACACA) ↓; ATGL ↑ · HSL ↑; GLUT4 ↑; NLRP3 ↓; NRF2 ↑; PGC-1α ↑; PPARα ↑ · CPT1A ↑","CPL extracts; ethanol","3T3-L1; ARPE-19; C57BL/6 mice; C5BL/6 mice, C2C12 cells; HUVECs, type 2 diabetes mellitus rats; STZ-diabetic rats, normal rats; mice; mouse; ovariectomized rats, HUVECs; zebrafish","100 mg/kg and 300 mg/kg in mice; 100 μg/mL, 250 μg/mL, 500 μg/mL; 15.0 mg/kg","downregulation of NF-κB and upregulation of NRF2 and eNOS in HUVECs; increased GLUT4 mRNA and protein levels in soleus muscle of STZ-diabetic rats, leading to enhanced glucose uptake in a concentration-dependent manner; increased PGC-1α expression and phosphorylation of AMPK in skeletal muscle tissues; increased activity of AMPK and HSL; up-regulated mRNA expression of CAT and HSL; increased protein expression of p-AMPK, HSL, and p-HSL; inhibited NLRP3 inflammasome activation by suppressing ROS-dependent oxidative stress; inhibited ROS-mediated NLRP3 inflammasome, significantly decreased ROS level, and reduced expression of NLRP3 and IL-1β; regulated the expression of AKT1 and TNF-α; upregulated AMPK and ACC signaling; inhibited TLR4-mediated NF-κB signaling pathway; upregulated HSL protein expression; upregulates the transcription levels of peroxisome proliferator-activated receptor alpha (PPARα)",""
"","taxifolin","new_food","11","Dihydroquercetin; Taxifolin","","","Energy sensing & switch; Fatty acid oxidation; Glucose uptake; Inflammatory interference; Inflammatory restraint; Insulin signal initiation; Mitochondrial expansion; Redox protection","AMPK–ACC fuel selection pathway; GLUT4 translocation pathway; Insulin receptor–IRS pathway; NLRP3 inflammasome pathway; NRF2 antioxidant defense pathway; PGC-1α–mediated mitochondrial biogenesis pathway; PPARα–CPT1A β-oxidation pathway; TLR4-driven insulin resistance pathway","AMPK ↑ · ACC (ACACA) ↓; GLUT4 ↑; IRS1 ↑; NLRP3 ↓; NRF2 ↑; PGC-1α ↑; PPARα ↑ · CPT1A ↑; TLR4 ↓","ethanol; ethyl acetate","HBZY-1, HK2, rats; HepG2; Human Kidney Cortex (HKC); L6 myotubes, KK-A[y]/Ta mice; PC-12, rat; hepatocytes; human tubular epithelial cells, mice; mice; rat","0.5 mg/mL; 1.25, 2.5, and 5.0 mg/kg (mice); 10 and 20 mg/kg; 100 mg/kg/day; 50 mg/kg body weight for 10 weeks","TAX elevated AMPK phosphorylation, upregulated SIRT1 expression, decreased NLRP3 expression, inhibited IL-1β production and release, and downregulated IL-1β cleavage responses to LPS and ATP stimulation. ACC expression was regulated by TAX through AMPK activation.; activated AMPK and promoted GLUT4 translocation; antagonized DBP-mediated reduction in SIRT1/PGC-1α signaling; increased SOD activity, reduced ROS levels, downregulated NLRP3 expression, downregulated IL-1β expression; increased the expression of p-IRS1, p-PI3K, p-AKT, p-AMPK, and p-ACC; regulated KEAP1/NRF2 pathway and increased HIF-1α/AKT/NR2B signalling pathway; significantly decreased TNF-α and IL-1β mRNA and protein expression levels in a dose-dependent manner, reduced nitric oxide (NO) levels, downregulated TLR4 mRNA and protein expression, inhibited NF-κB p65 phosphorylation, and restored decreased superoxide dismutase (SOD) and reduced glutathione (GSH) levels; suppressed excessive ROS generation and alleviated the activation of NLRP3 inflammasome; up-regulated CPT1A; upregulated PGC-1α/PPARα expression",""
"","catechin","plant","9","Catechin","","","Energy sensing & switch; Fatty acid oxidation; Glucose uptake; Inflammatory interference; Insulin signal initiation; Insulin–AKT signaling; Lipolytic pathway; Mitochondrial expansion; Thermogenic execution","AKT metabolic control pathway; AMPK–ACC fuel selection pathway; GLUT4 translocation pathway; Insulin receptor–IRS pathway; Mitochondrial uncoupling thermogenesis pathway; PGC-1α–mediated mitochondrial biogenesis pathway; PPARα–CPT1A β-oxidation pathway; TLR4-driven insulin resistance pathway; Triglyceride lipolysis pathway","AKT1 ↑ · AKT2 ↑; AMPK ↑ · ACC (ACACA) ↓; ATGL ↑ · HSL ↑; GLUT4 ↑; IRS1 ↑; PGC-1α ↑; PPARα ↑ · CPT1A ↑; TLR4 ↓; UCP1 ↑","EtOH; aqueous; ethanol; green tea extract; leaf extract; methanol","3T3-L1; Beta-TC-6; C2C12 myoblasts, C2C12 myotubes; HepG2; IPEC-J2; KKAy mice; mice","10 µM; 5 or 10 μg/mL; 5 μM","activated the expression of glucose transporter type 4 (GLUT4); attenuated TLR4/NFκB-dependent inflammatory gene expression; demonstrated strong binding affinity for AKT1, AKT, NOS3, and TNF-α; did not affect HSL mRNA levels; increased PPARα mRNA expression in skeletal muscle, suppressed SREBP-1c and ACC expression in liver, decreased TNF-α mRNA expression in white adipose tissue; increased UCP1 transcription; no significant impact on ATGL and HSL transcription levels; modulates pathways related to PGC-1α, mTORC1, and ERRα (specific effect not quantified); upregulated p-AMPK and p-ACC, and decreased ROS generation; upregulating insulin receptor substrate 1 (IRS1)/PI3K/Akt/glucose transporters (GLUTs) signaling pathways (indirect effect on IRS1 and GLUT4)",""
"","cinnamomum_cassia","spices","9","Cinnamomum cassia","caution","caution","Adipocyte lineage shift; Glucose uptake; Inflammatory interference; Inflammatory restraint; Insulin–AKT signaling; Mitochondrial adaptation; Mitochondrial expansion; Redox protection; Thermogenic execution","AKT metabolic control pathway; Brown/beige adipocyte differentiation pathway; GLUT4 translocation pathway; Mitochondrial uncoupling thermogenesis pathway; NLRP3 inflammasome pathway; NRF2 antioxidant defense pathway; PGC-1α–SIRT3 mitochondrial renewal pathway; PGC-1α–mediated mitochondrial biogenesis pathway; TLR4-driven insulin resistance pathway","AKT1 ↑ · AKT2 ↑; GLUT4 ↑; NLRP3 ↓; NRF2 ↑; PGC-1α ↑; PGC-1α ↑ · SIRT3 ↑; PRDM16 ↑; TLR4 ↓; UCP1 ↑","aqueous; ethyl acetate; extract; hexane; hydro-alcoholic; powder","3T3-L1, HIB1B; BMDMs, mice; HaCaT, normal human epidermal keratinocytes; L6 myotubes; MCF-7, MDA-MB-231; rats","200 mg/kg; CNP (600 mg/kg, p.o.), CNA (10-50 mg/kg, p.o.); CREAE (74 and 37 mg/kg); IC50 = 34 ± 3.52 μg/mL (MCF-7), 32.42 ± 0.37 μg/mL (MDA-MB-231); cytotoxicity at concentrations higher than 100 μg/mL","activated AMPK signaling pathway; increased expression of PGC-1α, PRDM16, and UCP1; activated the NRF2/HO1 pathway; increased GLUT4 mRNA expression; inhibited SOD activity; up-regulated AKT1 gene expression in MCF-7 cells and down-regulated AKT1 gene expression in MDA-MB-231 cells; inhibited inflammasome activation including NLRP3; inhibited the activation of the NF-κB pathway and NLRP3 inflammasome, and decreased the expression of TLR4, IL-1β, and TNF-α in prefrontal cortex, hippocampus, and serum; showed high docking scores of affinities with proteins in the AMPK-PGC1-SIRT3 signaling pathway",""
"","crocus_sativus","herb","9","Crocus sativus; Saffron","caution","","Energy sensing & switch; Fatty acid oxidation; Glucose uptake; Inflammatory interference; Inflammatory restraint; Mitochondrial adaptation","AMPK–ACC fuel selection pathway; GLUT4 translocation pathway; NLRP3 inflammasome pathway; PGC-1α–SIRT3 mitochondrial renewal pathway; PPARα–CPT1A β-oxidation pathway; TLR4-driven insulin resistance pathway","AMPK ↑ · ACC (ACACA) ↓; GLUT4 ↑; NLRP3 ↓; PGC-1α ↑ · SIRT3 ↑; PPARα ↑ · CPT1A ↑; TLR4 ↓","aqueous; essential oil; extract; saffron extract","ASMC, mice; C2C12; HUVECs, mice; STZ-induced diabetic rats, isolated cardiac myocytes; mice; mouse hippocampus; rat","10 or 20 mg/kg (STZ-induced diabetic rats), 1 or 10 μM (isolated cardiac myocytes); 20 mg/kg; 250 mg/kg; 40 mg/kg; 40 mg/kg/day; 50 mg/kg (intraperitoneal, 9 days)","enhanced phosphorylation of AMPK/ACC and induced GLUT4 translocation; increased AMPK phosphorylation and normalization of SQSTM1/p62 ratio; markedly suppressed NLRP3 expression and ATPase activity; enhanced NRF2 expression; suppressed IL-1β release; modulated the NLRP3/Caspase-1 pathway; modulates the TLR4/PTEN/AKT/mTOR/NF-κB pathway; restored SOD activity, increased GSH concentration, and decreased TLR4 expression; significant modulation of PPARα gene expression (P = 0.030); suppressed IL-1β and stimulated SIRT3 deacetylase activity",""
"","glycine_max","herb","9","Fermented soybean; Glycine max","","","Adipocyte lineage shift; Energy sensing & switch; Fatty acid oxidation; Glucose uptake; Inflammatory interference; Inflammatory restraint; Insulin signal initiation; Thermogenic execution","AMPK–ACC fuel selection pathway; Brown/beige adipocyte differentiation pathway; GLUT4 translocation pathway; Insulin receptor–IRS pathway; Mitochondrial uncoupling thermogenesis pathway; NLRP3 inflammasome pathway; PPARα–CPT1A β-oxidation pathway; TLR4-driven insulin resistance pathway","AMPK ↑ · ACC (ACACA) ↓; GLUT4 ↑; IRS1 ↑; NLRP3 ↓; PPARα ↑ · CPT1A ↑; PRDM16 ↑; TLR4 ↓; UCP1 ↑","aqueous; ethyl acetate; hexane-isopropanolic (2:1, HIET)","3T3-L1; C57BL/6J mice; hepatocytes, mice; mice; mouse macrophage cells, TLR4-transfected human cell line, BALB/c mice; murine peritoneal macrophages","0.1, 0.2, or 0.3 µg/mL (hepatocytes), 20 µg/kg BW, 8 weeks, daily (mice); 0.56% (wt/wt); 50, 100, or 200 mg/kg body weight/day (in vivo), HG (25 mM) (in vitro)","TLR4 is involved in the pattern recognition of levan from fermented soybean; facilitated GLUT4 protein translocation to the cell membranes; increased PRDM16, SIRT1, and UCP1 protein expression in inguinal adipose tissue; inhibited NF-κB and NLRP3, leading to decreased NO, TNF-α, and IL-1β levels; suppressed canonical inflammasome pathway activation; regulated AMPK, ACC, CPT1A, and PPARα signaling pathways; up-regulated IRS1 and GLUT4",""
"","notoginseng","plant","9","Notoginseng","","","Energy sensing & switch; Fatty acid oxidation; Glucose uptake; Inflammatory interference; Inflammatory restraint; Insulin signal initiation; Lipolytic pathway; Mitochondrial adaptation; Mitochondrial expansion","AMPK–ACC fuel selection pathway; GLUT4 translocation pathway; Insulin receptor–IRS pathway; NLRP3 inflammasome pathway; PGC-1α–SIRT3 mitochondrial renewal pathway; PGC-1α–mediated mitochondrial biogenesis pathway; PPARα–CPT1A β-oxidation pathway; TLR4-driven insulin resistance pathway; Triglyceride lipolysis pathway","AMPK ↑ · ACC (ACACA) ↓; ATGL ↑ · HSL ↑; GLUT4 ↑; IRS1 ↑; NLRP3 ↓; PGC-1α ↑; PGC-1α ↑ · SIRT3 ↑; PPARα ↑ · CPT1A ↑; TLR4 ↓","Notoginseng Saponins (PNS); Xueshuantong for Injection (Lyophilized)","3T3-L1; C2C12, KKAy mice; H9C2, cardiomyocytes; HUVECs; db/db mice, HT22 hippocampal neurons; mice; rat","0.1, 1, and 10 μM; 10, 30, 60 mg/kg/day; 10, 50, and 100 microg/ml; 100 mg/kg or 300 mg/kg; 12.5, 25, or 50 mg/kg body weight; 5, 25, and 50 microg/ml; 50, 100, and 200 μg·L[-1] (C2C12 cells), 200 mg·kg[-1] (KKAy mice)","did not affect TLR4 expression; increased GLUT4 translocation by 3-fold at 50 microg/ml and 6-fold at 100 microg/ml (p < 0.001); increased mRNA expression of IRS1 and GLUT4, and increased phosphorylation of IRS1, PI3K, and AKT; inhibited NLRP3 inflammasome activation; reduced ROS production and increased SIRT3 expression; stimulated phosphorylation of AMPK at Thr-172 and eNOS at Ser-1179; suppressed ROS production, restored GSH levels, reduced TNF-α levels, enhanced SOD activity, abrogated CYP2E1 induction, attenuated HSL up-regulation, and attenuated CD36 up-regulation; up-regulated PPARα and PGC-1α expressions. DS showed better efficacy on PGC-1α compared to DQP.",""
"","rubus_chingii","herb","9","Raspberry","","","Adipocyte lineage shift; Energy sensing & switch; Fatty acid oxidation; Inflammatory interference; Inflammatory restraint; Lipolytic pathway; Mitochondrial expansion; Redox protection; Thermogenic execution","AMPK–ACC fuel selection pathway; Brown/beige adipocyte differentiation pathway; Mitochondrial uncoupling thermogenesis pathway; NLRP3 inflammasome pathway; NRF2 antioxidant defense pathway; PGC-1α–mediated mitochondrial biogenesis pathway; PPARα–CPT1A β-oxidation pathway; TLR4-driven insulin resistance pathway; Triglyceride lipolysis pathway","AMPK ↑ · ACC (ACACA) ↓; ATGL ↑ · HSL ↑; NLRP3 ↓; NRF2 ↑; PGC-1α ↑; PPARα ↑ · CPT1A ↑; PRDM16 ↑; TLR4 ↓; UCP1 ↑","freeze dried; fruit; hydrophilic; polyphenol-rich extract; red raspberry extract","3T3-L1; C57BL/6J mice; HAECs, mice; mice","1, 10, 20, and 50 μM; 5% RB supplementation in diet; 55 mg/kg/day (orally)","activated PPARα; increased AMPK phosphorylation, elevated PGC-1α, enhanced PRDM16, and enhanced UCP1; increased NRF2 expression and serum levels of NO metabolites in HAECs when combined with blackberry; mediated anti-inflammatory effects through the TLR4 pathway via hydrophilic fractions; reduced SCD1 mRNA levels and increased transcriptional activities of ATGL and HSL; suppressed NLRP3 inflammasome activation",""
"","astragalus_membranaceus","herb","8","Astragalus; Astragalus membranaceus","","","Energy sensing & switch; Fatty acid oxidation; Glucose uptake; Inflammatory interference; Inflammatory restraint; Insulin signal initiation; Insulin–AKT signaling; Mitochondrial adaptation","AKT metabolic control pathway; AMPK–ACC fuel selection pathway; GLUT4 translocation pathway; Insulin receptor–IRS pathway; NLRP3 inflammasome pathway; PGC-1α–SIRT3 mitochondrial renewal pathway; PPARα–CPT1A β-oxidation pathway; TLR4-driven insulin resistance pathway","AKT1 ↑ · AKT2 ↑; AMPK ↑ · ACC (ACACA) ↓; GLUT4 ↑; IRS1 ↑; NLRP3 ↓; PGC-1α ↑ · SIRT3 ↑; PPARα ↑ · CPT1A ↑; TLR4 ↓","Total Astragalus saponins; crude extract; ethanol; polysaccharide; polysaccharides","C2C12; SGC-7901; broiler; mice; rat; rats","0.1 μg/mL; 10 and 20 mg/kg, once per day, started 7 days before surgery and continued for 7 days after surgery; 10 mg/kg; 200 mg/kg; 50, 100, and 200 µg/mL; 700 mg/kg/day","activated AMPK; activates IRS1 and AKT, facilitates GLUT4 translocation; demonstrated binding activity with AKT1 and TNF-α; direct interaction with TLR4 on macrophage surface, which is required for macrophage activation by APS; restrained oxidative stress by decreasing NO and increasing SOD. Upregulated GLUT4 expression.; suppressed NLRP3 inflammasome activation; up-regulated the expression of PPARα and SREBP-1c; upregulated SIRT3 expression and induced ferroptosis, resulting in increased ROS levels",""
"","codonopsis_pilosula","herb","8","Codonopsis; Codonopsis pilosula","","","Energy sensing & switch; Fatty acid oxidation; Inflammatory interference; Inflammatory restraint; Mitochondrial expansion","AMPK–ACC fuel selection pathway; NLRP3 inflammasome pathway; PGC-1α–mediated mitochondrial biogenesis pathway; PPARα–CPT1A β-oxidation pathway; TLR4-driven insulin resistance pathway","AMPK ↑ · ACC (ACACA) ↓; NLRP3 ↓; PGC-1α ↑; PPARα ↑ · CPT1A ↑; TLR4 ↓","alkaloid extract; butanol; polysaccharide; polysaccharides; water","A549, nude mice; BALB/c mice; C2C12, C57BL/6 mice; HepG2, mice; Sprague-Dawley rats; mice, peritoneal macrophages; rat","300, 200, 100 mg/kg; 40 μmol/L; 40, 100, and 250 mg/kg; ZDS-L: 0.3 g/kg, ZDS-M: 0.6 g/kg, ZDS-H: 1.2 g/kg","accumulates reactive oxygen species (ROS), induces NF-κB activation, promotes NLRP3-dependent pyroptosis, and increases IL-1β levels; activated mTORC1 pathway; upregulated SIRT1/PGC-1α pathway; increased PPARα protein levels; reduced LDL-C levels, reduced TNF-α levels, increased SOD levels, enhanced AMPK and ACC phosphorylation; regulation of AMPK/PGC-1α signaling pathways and TLR4/NF-κB signaling pathways; reversed ethanol-induced up-regulation of LDLR and SREBP-1c genes; increased phospho-AMPK alpha/AMPK alpha ratio by 135% and phospho-ACC/ACC protein levels by 35%; significantly decreased TLR4 level; suppressed TNF-α and IL-1β production, down-regulated iNOS and COX-2, inhibited TLR4 interaction, and inhibited NF-κB nuclear translocation and phosphorylation of IKK-β and IκB-α",""
"","gardenia_jasminoides","herb","8","Gardenia fruit; Gardenia jasminoides","","","Energy sensing & switch; Fatty acid oxidation; Glucose uptake; Inflammatory interference; Inflammatory restraint; Mitochondrial adaptation","AMPK–ACC fuel selection pathway; GLUT4 translocation pathway; NLRP3 inflammasome pathway; PGC-1α–SIRT3 mitochondrial renewal pathway; PPARα–CPT1A β-oxidation pathway; TLR4-driven insulin resistance pathway","AMPK ↑ · ACC (ACACA) ↓; GLUT4 ↑; NLRP3 ↓; PGC-1α ↑ · SIRT3 ↑; PPARα ↑ · CPT1A ↑; TLR4 ↓","aqueous extract","ARPE19; C2C12; HepG2; RAW264.7, mice; TSOD mice, HepG2 cells; mice; primary mouse macrophages, HEK293; rat","10 μM; 25, 50 mg·kg[-1]·d[-1] (rats), 25-100 μg/mL (Caco-2 cells); 25, 50, and 100 mg/kg; 40mg/kg; 450 mg/kg (13-fold clinical equivalent dose) for 5 days","attenuated ROS production and increased SIRT3 expression; attenuated increases in NLRP3 protein expression and IL-1β levels; increased intracellular expression of PPARα; inhibited NF-κB activation by blocking phosphorylation of IκBα and p65; inhibited TNF-α, IL-1β, and IL-6 production; inhibited TLR4 expression; inhibited NF-κB activation by reducing IκBα degradation and phosphorylation, decreased nuclear NF-κB p65 levels, inhibited NLRP3 expression, inhibited IL-1β maturation and reduced mature-IL-1β protein levels, and inhibited TNF-α production by reversing CUMS-induced elevations in mRNA and protein levels; inhibited TNF-α mRNA expression up-regulated by LPS, down-regulated TLR4 mRNA expression up-regulated by LPS, suppressed phosphorylations of p38 MAPK induced by LPS; promoted GLUT4 translocation to the cell surface and increased phosphorylation of AKT; stimulated phosphorylation of AMPK and ACC",""
